Выбранная строка,Т/плана предупр.ТОРО,ПозПредупредТОРО,ПланПредупрТОРО,strategy,Планирующий завод,Позиция предупред. ТОРО - описание,Группа плановиков,Единица оборудования,Название технического объекта,Вид работы ТОРО,Вид заказа,Тип техкарты,СчетГруппТехкарт,Группа,Название технического места,Техническое место,strategy_str,updated-counter
,PM,155395,100000056509,2-0549,1100,КР навесного оборудования,100,100000058936,Экскаватор гидравл. PC400-7 №15,КР,APP1,A,27,A0000015,Экскаватор гидравлический №15,11-RUD-CGTR-SETT-UCTT-EX06,2-0549_str,27
,PM,155396,100000056510,2-0550,1100,ТР электрооборудования,100,100000058936,Экскаватор гидравл. PC400-7 №15,ТР,APP1,A,87,A0000015,Экскаватор гидравлический №15,11-RUD-CGTR-SETT-UCTT-EX06,2-0550_str,87
,PM,155397,100000056510,2-0550,1100,КР электрооборудования,100,100000058936,Экскаватор гидравл. PC400-7 №15,КР,APP1,A,36,A0000015,Экскаватор гидравлический №15,11-RUD-CGTR-SETT-UCTT-EX06,2-0550_str,36
,PM,155398,100000056511,2-0551,1100,ТР двигателя,100,100000058936,Экскаватор гидравл. PC400-7 №15,ТР,APP1,A,70,A0000015,Экскаватор гидравлический №15,11-RUD-CGTR-SETT-UCTT-EX06,2-0551_str,70
,PM,155399,100000056511,2-0551,1100,Замена двигателя,100,100000058936,Экскаватор гидравл. PC400-7 №15,ЗМН,APP1,,,,Экскаватор гидравлический №15,11-RUD-CGTR-SETT-UCTT-EX06,2-0551_str,nan
,PM,155400,100000056512,2-0560,1100,КР гидравлического обор.,100,100000058936,Экскаватор гидравл. PC400-7 №15,КР,APP1,A,5,A0000015,Экскаватор гидравлический №15,11-RUD-CGTR-SETT-UCTT-EX06,2-0560_str,5
,PM,155401,100000056513,2-0564,1100,КР ходовой части,100,100000058936,Экскаватор гидравл. PC400-7 №15,КР,APP1,A,34,A0000015,Экскаватор гидравлический №15,11-RUD-CGTR-SETT-UCTT-EX06,2-0564_str,34
,PM,155402,100000056514,2-0287,1100,Техническое обслуживание 1,100,100000058937,Погрузчик фронтальный WA500-3 №37,ТО1,APP1,,,,Погрузчик фронтальный №37,11-RUD-CGTR-SETT-UCTT-LF21,2-0287_str,nan
,PM,155403,100000056514,2-0287,1100,Техническое обслуживание 2,100,100000058937,Погрузчик фронтальный WA500-3 №37,ТО2,APP1,,,,Погрузчик фронтальный №37,11-RUD-CGTR-SETT-UCTT-LF21,2-0287_str,nan
,PM,155404,100000056514,2-0287,1100,Техническое обслуживание 3,100,100000058937,Погрузчик фронтальный WA500-3 №37,ТО3,APP1,,,,Погрузчик фронтальный №37,11-RUD-CGTR-SETT-UCTT-LF21,2-0287_str,nan
,PM,155405,100000056514,2-0287,1100,Техническое обслуживание 4,100,100000058937,Погрузчик фронтальный WA500-3 №37,ТО4,APP1,,,,Погрузчик фронтальный №37,11-RUD-CGTR-SETT-UCTT-LF21,2-0287_str,nan
,PM,155406,100000056514,2-0287,1100,Техническое обслуживание 5,100,100000058937,Погрузчик фронтальный WA500-3 №37,ТО5,APP1,,,,Погрузчик фронтальный №37,11-RUD-CGTR-SETT-UCTT-LF21,2-0287_str,nan
,PM,155407,100000056515,2-0510,1100,Замена навесного оборудования,100,100000058937,Погрузчик фронтальный WA500-3 №37,ЗМН,APP1,A,ЗА,A0000959,Погрузчик фронтальный №37,11-RUD-CGTR-SETT-UCTT-LF21,2-0510_str,ЗА
,PM,155408,100000056516,2-0521,1100,КР бортовых редукторов,100,100000058937,Погрузчик фронтальный WA500-3 №37,КР,APP1,A,2,A0000959,Погрузчик фронтальный №37,11-RUD-CGTR-SETT-UCTT-LF21,2-0521_str,2
,PM,155409,100000056516,2-0521,1100,Замена бортовых редукторов,100,100000058937,Погрузчик фронтальный WA500-3 №37,ЗМН,APP1,A,ЗБ,A0000959,Погрузчик фронтальный №37,11-RUD-CGTR-SETT-UCTT-LF21,2-0521_str,ЗБ
,PM,155410,100000056517,2-0529,1100,КР гидротрансформатора,100,100000058937,Погрузчик фронтальный WA500-3 №37,КР,APP1,A,8,A0000959,Погрузчик фронтальный №37,11-RUD-CGTR-SETT-UCTT-LF21,2-0529_str,8
,PM,155411,100000056517,2-0529,1100,Замена гидротрансформатора,100,100000058937,Погрузчик фронтальный WA500-3 №37,ЗМН,APP1,A,ЗГ,A0000959,Погрузчик фронтальный №37,11-RUD-CGTR-SETT-UCTT-LF21,2-0529_str,ЗГ
,PM,155412,100000056518,2-0556,1100,ТР1 рабочего оборудования,100,100000058937,Погрузчик фронтальный WA500-3 №37,ТР1,APP1,A,РО,A0000959,Погрузчик фронтальный №37,11-RUD-CGTR-SETT-UCTT-LF21,2-0556_str,РО
,PM,155413,100000056518,2-0556,1100,ТР2 рабочего оборудования,100,100000058937,Погрузчик фронтальный WA500-3 №37,ТР2,APP1,A,Р2,A0000959,Погрузчик фронтальный №37,11-RUD-CGTR-SETT-UCTT-LF21,2-0556_str,Р2
,PM,155414,100000056519,2-0558,1100,ТР трансмиссии,100,100000058937,Погрузчик фронтальный WA500-3 №37,ТР,APP1,A,82,A0000959,Погрузчик фронтальный №37,11-RUD-CGTR-SETT-UCTT-LF21,2-0558_str,82
,PM,155415,100000056519,2-0558,1100,Замена коробки передач,100,100000058937,Погрузчик фронтальный WA500-3 №37,ЗМН,APP1,A,ЗК,A0000959,Погрузчик фронтальный №37,11-RUD-CGTR-SETT-UCTT-LF21,2-0558_str,ЗК
,PM,155416,100000056520,2-0559,1100,ТР двигателя,100,100000058937,Погрузчик фронтальный WA500-3 №37,ТР,APP1,A,70,A0000959,Погрузчик фронтальный №37,11-RUD-CGTR-SETT-UCTT-LF21,2-0559_str,70
,PM,155417,100000056520,2-0559,1100,Замена двигателя,100,100000058937,Погрузчик фронтальный WA500-3 №37,ЗМН,APP1,,,,Погрузчик фронтальный №37,11-RUD-CGTR-SETT-UCTT-LF21,2-0559_str,nan
,PM,155418,100000056521,2-0560,1100,ТР гидросистемы,100,100000058937,Погрузчик фронтальный WA500-3 №37,ТР,APP1,A,69,A0000959,Погрузчик фронтальный №37,11-RUD-CGTR-SETT-UCTT-LF21,2-0560_str,69
,PM,155419,100000056521,2-0560,1100,КР гидравлического обор.,100,100000058937,Погрузчик фронтальный WA500-3 №37,КР,APP1,A,5,A0000959,Погрузчик фронтальный №37,11-RUD-CGTR-SETT-UCTT-LF21,2-0560_str,5
,PM,155420,100000056522,2-0563,1100,ТР электрооборудования,100,100000058937,Погрузчик фронтальный WA500-3 №37,ТР,APP1,A,87,A0000959,Погрузчик фронтальный №37,11-RUD-CGTR-SETT-UCTT-LF21,2-0563_str,87
,PM,155421,100000056522,2-0563,1100,КР электрооборудования,100,100000058937,Погрузчик фронтальный WA500-3 №37,КР,APP1,A,36,A0000959,Погрузчик фронтальный №37,11-RUD-CGTR-SETT-UCTT-LF21,2-0563_str,36
,PM,155422,100000056523,2-0564,1100,ТР ходовой части,100,100000058937,Погрузчик фронтальный WA500-3 №37,ТР,APP1,A,85,A0000959,Погрузчик фронтальный №37,11-RUD-CGTR-SETT-UCTT-LF21,2-0564_str,85
,PM,155423,100000056523,2-0564,1100,КР ходовой части,100,100000058937,Погрузчик фронтальный WA500-3 №37,КР,APP1,A,34,A0000959,Погрузчик фронтальный №37,11-RUD-CGTR-SETT-UCTT-LF21,2-0564_str,34
,PM,155446,100000056534,2-0218,1100,ТР гидросистемы,100,100000058939,Экскаватор гидравл. PC400-7 №07,ТР,APP1,A,69,A0000015,Экскаватор гидравлический №07,11-RUD-CGTR-SETT-UCTT-EX01,2-0218_str,69
,PM,155447,100000056535,2-0387,1100,Техническое обслуживание 1,100,100000058939,Экскаватор гидравл. PC400-7 №07,ТО1,APP1,,,,Экскаватор гидравлический №07,11-RUD-CGTR-SETT-UCTT-EX01,2-0387_str,nan
,PM,155448,100000056535,2-0387,1100,Техническое обслуживание 2,100,100000058939,Экскаватор гидравл. PC400-7 №07,ТО2,APP1,,,,Экскаватор гидравлический №07,11-RUD-CGTR-SETT-UCTT-EX01,2-0387_str,nan
,PM,155449,100000056535,2-0387,1100,Техническое обслуживание 3,100,100000058939,Экскаватор гидравл. PC400-7 №07,ТО3,APP1,,,,Экскаватор гидравлический №07,11-RUD-CGTR-SETT-UCTT-EX01,2-0387_str,nan
,PM,155450,100000056535,2-0387,1100,Техническое обслуживание 4,100,100000058939,Экскаватор гидравл. PC400-7 №07,ТО4,APP1,,,,Экскаватор гидравлический №07,11-RUD-CGTR-SETT-UCTT-EX01,2-0387_str,nan
,PM,155451,100000056536,2-0521,1100,КР бортовых редукторов,100,100000058939,Экскаватор гидравл. PC400-7 №07,КР,APP1,A,2,A0000015,Экскаватор гидравлический №07,11-RUD-CGTR-SETT-UCTT-EX01,2-0521_str,2
,PM,155452,100000056536,2-0521,1100,Замена бортовых редукторов,100,100000058939,Экскаватор гидравл. PC400-7 №07,ЗМН,APP1,A,ЗБ,A0000015,Экскаватор гидравлический №07,11-RUD-CGTR-SETT-UCTT-EX01,2-0521_str,ЗБ
,PM,155453,100000056537,2-0549,1100,ТР1 рабочего оборудования,100,100000058939,Экскаватор гидравл. PC400-7 №07,ТР1,APP1,A,РО,A0000015,Экскаватор гидравлический №07,11-RUD-CGTR-SETT-UCTT-EX01,2-0549_str,РО
,PM,155454,100000056537,2-0549,1100,ТР2 рабочего оборудования,100,100000058939,Экскаватор гидравл. PC400-7 №07,ТР2,APP1,A,Р2,A0000015,Экскаватор гидравлический №07,11-RUD-CGTR-SETT-UCTT-EX01,2-0549_str,Р2
,PM,155455,100000056537,2-0549,1100,КР навесного оборудования,100,100000058939,Экскаватор гидравл. PC400-7 №07,КР,APP1,A,27,A0000015,Экскаватор гидравлический №07,11-RUD-CGTR-SETT-UCTT-EX01,2-0549_str,27
,PM,155456,100000056538,2-0550,1100,ТР электрооборудования,100,100000058939,Экскаватор гидравл. PC400-7 №07,ТР,APP1,A,87,A0000015,Экскаватор гидравлический №07,11-RUD-CGTR-SETT-UCTT-EX01,2-0550_str,87
,PM,155457,100000056538,2-0550,1100,КР электрооборудования,100,100000058939,Экскаватор гидравл. PC400-7 №07,КР,APP1,A,36,A0000015,Экскаватор гидравлический №07,11-RUD-CGTR-SETT-UCTT-EX01,2-0550_str,36
,PM,155458,100000056539,2-0551,1100,ТР двигателя,100,100000058939,Экскаватор гидравл. PC400-7 №07,ТР,APP1,A,70,A0000015,Экскаватор гидравлический №07,11-RUD-CGTR-SETT-UCTT-EX01,2-0551_str,70
,PM,155459,100000056539,2-0551,1100,Замена двигателя,100,100000058939,Экскаватор гидравл. PC400-7 №07,ЗМН,APP1,,,,Экскаватор гидравлический №07,11-RUD-CGTR-SETT-UCTT-EX01,2-0551_str,nan
,PM,155460,100000056540,2-0560,1100,КР гидравлического обор.,100,100000058939,Экскаватор гидравл. PC400-7 №07,КР,APP1,A,5,A0000015,Экскаватор гидравлический №07,11-RUD-CGTR-SETT-UCTT-EX01,2-0560_str,5
,PM,155461,100000056541,2-0564,1100,КР ходовой части,100,100000058939,Экскаватор гидравл. PC400-7 №07,КР,APP1,A,34,A0000015,Экскаватор гидравлический №07,11-RUD-CGTR-SETT-UCTT-EX01,2-0564_str,34
,PM,155520,100000056564,2-0386,1100,Техническое обслуживание 1,100,100000059018,Экскаватор гидравл. ЕК 270LC №601,ТО1,APP1,A,О1,A0004003,Экскаватор гидравлический №601,11-RUD-CGTR-SETT-UCTT-EX10,2-0386_str,О1
,PM,155521,100000056564,2-0386,1100,Техническое обслуживание 2,100,100000059018,Экскаватор гидравл. ЕК 270LC №601,ТО2,APP1,A,О2,A0004003,Экскаватор гидравлический №601,11-RUD-CGTR-SETT-UCTT-EX10,2-0386_str,О2
,PM,155522,100000056564,2-0386,1100,Техническое обслуживание 3,100,100000059018,Экскаватор гидравл. ЕК 270LC №601,ТО3,APP1,A,О3,A0004003,Экскаватор гидравлический №601,11-RUD-CGTR-SETT-UCTT-EX10,2-0386_str,О3
,PM,155523,100000056565,2-0493,1100,КР ходовой части,100,100000059018,Экскаватор гидравл. ЕК 270LC №601,КР,APP1,A,34,A0004003,Экскаватор гидравлический №601,11-RUD-CGTR-SETT-UCTT-EX10,2-0493_str,34
,PM,155524,100000056566,2-0503,1100,КР навесного оборудования,100,100000059018,Экскаватор гидравл. ЕК 270LC №601,КР,APP1,A,27,A0004003,Экскаватор гидравлический №601,11-RUD-CGTR-SETT-UCTT-EX10,2-0503_str,27
,PM,155525,100000056567,2-0504,1100,КР гидравлического обор.,100,100000059018,Экскаватор гидравл. ЕК 270LC №601,КР,APP1,A,5,A0004003,Экскаватор гидравлический №601,11-RUD-CGTR-SETT-UCTT-EX10,2-0504_str,5
,PM,155526,100000056568,2-0565,1100,КР электрооборудования,100,100000059018,Экскаватор гидравл. ЕК 270LC №601,КР,APP1,A,36,A0004003,Экскаватор гидравлический №601,11-RUD-CGTR-SETT-UCTT-EX10,2-0565_str,36
,PM,155527,100000056569,2-0572,1100,Замена двигателя,100,100000059018,Экскаватор гидравл. ЕК 270LC №601,ЗМН,APP1,A,ЗД,A0004003,Экскаватор гидравлический №601,11-RUD-CGTR-SETT-UCTT-EX10,2-0572_str,ЗД
,PM,155528,100000056570,2-0656,1100,КР коробки передач,100,100000059018,Экскаватор гидравл. ЕК 270LC №601,КР,APP1,A,24,A0004003,Экскаватор гидравлический №601,11-RUD-CGTR-SETT-UCTT-EX10,2-0656_str,24
,PM,155529,100000056570,2-0656,1100,Замена коробки передач,100,100000059018,Экскаватор гидравл. ЕК 270LC №601,ЗМН,APP1,A,ЗК,A0004003,Экскаватор гидравлический №601,11-RUD-CGTR-SETT-UCTT-EX10,2-0656_str,ЗК
,PM,155548,100000056577,2-0274,1100,ТР ходовой части,100,100000059026,Бульдозер D375A-5 №201,ТР,APP1,A,85,A0000366,Бульдозер гусеничный №201,11-RUD-CGTR-SETT-UCTT-BZ09,2-0274_str,85
,PM,155549,100000056578,2-0287,1100,Техническое обслуживание 1,100,100000059026,Бульдозер D375A-5 №201,ТО1,APP1,,,,Бульдозер гусеничный №201,11-RUD-CGTR-SETT-UCTT-BZ09,2-0287_str,nan
,PM,155550,100000056578,2-0287,1100,Техническое обслуживание 2,100,100000059026,Бульдозер D375A-5 №201,ТО2,APP1,,,,Бульдозер гусеничный №201,11-RUD-CGTR-SETT-UCTT-BZ09,2-0287_str,nan
,PM,155551,100000056578,2-0287,1100,Техническое обслуживание 3,100,100000059026,Бульдозер D375A-5 №201,ТО3,APP1,,,,Бульдозер гусеничный №201,11-RUD-CGTR-SETT-UCTT-BZ09,2-0287_str,nan
,PM,155552,100000056578,2-0287,1100,Техническое обслуживание 4,100,100000059026,Бульдозер D375A-5 №201,ТО4,APP1,,,,Бульдозер гусеничный №201,11-RUD-CGTR-SETT-UCTT-BZ09,2-0287_str,nan
,PM,155553,100000056578,2-0287,1100,Техническое обслуживание 5,100,100000059026,Бульдозер D375A-5 №201,ТО5,APP1,,,,Бульдозер гусеничный №201,11-RUD-CGTR-SETT-UCTT-BZ09,2-0287_str,nan
,PM,155554,100000056579,2-0497,1100,КР ходовой части,100,100000059026,Бульдозер D375A-5 №201,КР,APP1,A,34,A0000366,Бульдозер гусеничный №201,11-RUD-CGTR-SETT-UCTT-BZ09,2-0497_str,34
,PM,155555,100000056580,2-0521,1100,КР бортовых редукторов,100,100000059026,Бульдозер D375A-5 №201,КР,APP1,A,2,A0000366,Бульдозер гусеничный №201,11-RUD-CGTR-SETT-UCTT-BZ09,2-0521_str,2
,PM,155556,100000056580,2-0521,1100,Замена бортовых редукторов,100,100000059026,Бульдозер D375A-5 №201,ЗМН,APP1,A,ЗБ,A0000366,Бульдозер гусеничный №201,11-RUD-CGTR-SETT-UCTT-BZ09,2-0521_str,ЗБ
,PM,155557,100000056581,2-0526,1100,Замена навесного оборудования,100,100000059026,Бульдозер D375A-5 №201,ЗМН,APP1,A,ЗА,A0000366,Бульдозер гусеничный №201,11-RUD-CGTR-SETT-UCTT-BZ09,2-0526_str,ЗА
,PM,155558,100000056582,2-0529,1100,КР гидротрансформатора,100,100000059026,Бульдозер D375A-5 №201,КР,APP1,A,8,A0000366,Бульдозер гусеничный №201,11-RUD-CGTR-SETT-UCTT-BZ09,2-0529_str,8
,PM,155559,100000056582,2-0529,1100,Замена гидротрансформатора,100,100000059026,Бульдозер D375A-5 №201,ЗМН,APP1,A,ЗГ,A0000366,Бульдозер гусеничный №201,11-RUD-CGTR-SETT-UCTT-BZ09,2-0529_str,ЗГ
,PM,155560,100000056583,2-0556,1100,ТР1 рабочего оборудования,100,100000059026,Бульдозер D375A-5 №201,ТР1,APP1,A,РО,A0000366,Бульдозер гусеничный №201,11-RUD-CGTR-SETT-UCTT-BZ09,2-0556_str,РО
,PM,155561,100000056583,2-0556,1100,ТР2 рабочего оборудования,100,100000059026,Бульдозер D375A-5 №201,ТР2,APP1,A,Р2,A0000366,Бульдозер гусеничный №201,11-RUD-CGTR-SETT-UCTT-BZ09,2-0556_str,Р2
,PM,155562,100000056584,2-0558,1100,ТР трансмиссии,100,100000059026,Бульдозер D375A-5 №201,ТР,APP1,A,82,A0000366,Бульдозер гусеничный №201,11-RUD-CGTR-SETT-UCTT-BZ09,2-0558_str,82
,PM,155563,100000056584,2-0558,1100,Замена коробки передач,100,100000059026,Бульдозер D375A-5 №201,ЗМН,APP1,A,ЗК,A0000366,Бульдозер гусеничный №201,11-RUD-CGTR-SETT-UCTT-BZ09,2-0558_str,ЗК
,PM,155564,100000056585,2-0559,1100,ТР двигателя,100,100000059026,Бульдозер D375A-5 №201,ТР,APP1,A,70,A0000366,Бульдозер гусеничный №201,11-RUD-CGTR-SETT-UCTT-BZ09,2-0559_str,70
,PM,155565,100000056585,2-0559,1100,Замена двигателя,100,100000059026,Бульдозер D375A-5 №201,ЗМН,APP1,,,,Бульдозер гусеничный №201,11-RUD-CGTR-SETT-UCTT-BZ09,2-0559_str,nan
,PM,155566,100000056586,2-0560,1100,ТР гидросистемы,100,100000059026,Бульдозер D375A-5 №201,ТР,APP1,A,69,A0000366,Бульдозер гусеничный №201,11-RUD-CGTR-SETT-UCTT-BZ09,2-0560_str,69
,PM,155567,100000056586,2-0560,1100,КР гидравлического обор.,100,100000059026,Бульдозер D375A-5 №201,КР,APP1,A,5,A0000366,Бульдозер гусеничный №201,11-RUD-CGTR-SETT-UCTT-BZ09,2-0560_str,5
,PM,155568,100000056587,2-0565,1100,ТР электрооборудования,100,100000059026,Бульдозер D375A-5 №201,ТР,APP1,A,87,A0000366,Бульдозер гусеничный №201,11-RUD-CGTR-SETT-UCTT-BZ09,2-0565_str,87
,PM,155569,100000056587,2-0565,1100,КР электрооборудования,100,100000059026,Бульдозер D375A-5 №201,КР,APP1,A,36,A0000366,Бульдозер гусеничный №201,11-RUD-CGTR-SETT-UCTT-BZ09,2-0565_str,36
,PM,155570,100000056588,2-0287,1100,Техническое обслуживание 1,100,100000059033,Погрузчик фронтальный WA500-3 №502,ТО1,APP1,,,,Погрузчик фронтальный №502,11-RUD-CGTR-SETT-UCTT-LF25,2-0287_str,nan
,PM,155571,100000056588,2-0287,1100,Техническое обслуживание 2,100,100000059033,Погрузчик фронтальный WA500-3 №502,ТО2,APP1,,,,Погрузчик фронтальный №502,11-RUD-CGTR-SETT-UCTT-LF25,2-0287_str,nan
,PM,155572,100000056588,2-0287,1100,Техническое обслуживание 3,100,100000059033,Погрузчик фронтальный WA500-3 №502,ТО3,APP1,,,,Погрузчик фронтальный №502,11-RUD-CGTR-SETT-UCTT-LF25,2-0287_str,nan
,PM,155573,100000056588,2-0287,1100,Техническое обслуживание 4,100,100000059033,Погрузчик фронтальный WA500-3 №502,ТО4,APP1,,,,Погрузчик фронтальный №502,11-RUD-CGTR-SETT-UCTT-LF25,2-0287_str,nan
,PM,155574,100000056588,2-0287,1100,Техническое обслуживание 5,100,100000059033,Погрузчик фронтальный WA500-3 №502,ТО5,APP1,,,,Погрузчик фронтальный №502,11-RUD-CGTR-SETT-UCTT-LF25,2-0287_str,nan
,PM,155575,100000056589,2-0510,1100,Замена навесного оборудования,100,100000059033,Погрузчик фронтальный WA500-3 №502,ЗМН,APP1,A,ЗА,A0000959,Погрузчик фронтальный №502,11-RUD-CGTR-SETT-UCTT-LF25,2-0510_str,ЗА
,PM,155576,100000056590,2-0521,1100,КР бортовых редукторов,100,100000059033,Погрузчик фронтальный WA500-3 №502,КР,APP1,A,2,A0000959,Погрузчик фронтальный №502,11-RUD-CGTR-SETT-UCTT-LF25,2-0521_str,2
,PM,155577,100000056590,2-0521,1100,Замена бортовых редукторов,100,100000059033,Погрузчик фронтальный WA500-3 №502,ЗМН,APP1,A,ЗБ,A0000959,Погрузчик фронтальный №502,11-RUD-CGTR-SETT-UCTT-LF25,2-0521_str,ЗБ
,PM,155578,100000056591,2-0529,1100,КР гидротрансформатора,100,100000059033,Погрузчик фронтальный WA500-3 №502,КР,APP1,A,8,A0000959,Погрузчик фронтальный №502,11-RUD-CGTR-SETT-UCTT-LF25,2-0529_str,8
,PM,155579,100000056591,2-0529,1100,Замена гидротрансформатора,100,100000059033,Погрузчик фронтальный WA500-3 №502,ЗМН,APP1,A,ЗГ,A0000959,Погрузчик фронтальный №502,11-RUD-CGTR-SETT-UCTT-LF25,2-0529_str,ЗГ
,PM,155580,100000056592,2-0556,1100,ТР1 рабочего оборудования,100,100000059033,Погрузчик фронтальный WA500-3 №502,ТР1,APP1,A,РО,A0000959,Погрузчик фронтальный №502,11-RUD-CGTR-SETT-UCTT-LF25,2-0556_str,РО
,PM,155581,100000056592,2-0556,1100,ТР2 рабочего оборудования,100,100000059033,Погрузчик фронтальный WA500-3 №502,ТР2,APP1,A,Р2,A0000959,Погрузчик фронтальный №502,11-RUD-CGTR-SETT-UCTT-LF25,2-0556_str,Р2
,PM,155582,100000056593,2-0558,1100,ТР трансмиссии,100,100000059033,Погрузчик фронтальный WA500-3 №502,ТР,APP1,A,82,A0000959,Погрузчик фронтальный №502,11-RUD-CGTR-SETT-UCTT-LF25,2-0558_str,82
,PM,155583,100000056593,2-0558,1100,Замена коробки передач,100,100000059033,Погрузчик фронтальный WA500-3 №502,ЗМН,APP1,A,ЗК,A0000959,Погрузчик фронтальный №502,11-RUD-CGTR-SETT-UCTT-LF25,2-0558_str,ЗК
,PM,155584,100000056594,2-0559,1100,ТР двигателя,100,100000059033,Погрузчик фронтальный WA500-3 №502,ТР,APP1,A,70,A0000959,Погрузчик фронтальный №502,11-RUD-CGTR-SETT-UCTT-LF25,2-0559_str,70
,PM,155585,100000056594,2-0559,1100,Замена двигателя,100,100000059033,Погрузчик фронтальный WA500-3 №502,ЗМН,APP1,,,,Погрузчик фронтальный №502,11-RUD-CGTR-SETT-UCTT-LF25,2-0559_str,nan
,PM,155586,100000056595,2-0560,1100,ТР гидросистемы,100,100000059033,Погрузчик фронтальный WA500-3 №502,ТР,APP1,A,69,A0000959,Погрузчик фронтальный №502,11-RUD-CGTR-SETT-UCTT-LF25,2-0560_str,69
,PM,155587,100000056595,2-0560,1100,КР гидравлического обор.,100,100000059033,Погрузчик фронтальный WA500-3 №502,КР,APP1,A,5,A0000959,Погрузчик фронтальный №502,11-RUD-CGTR-SETT-UCTT-LF25,2-0560_str,5
,PM,155588,100000056596,2-0563,1100,ТР электрооборудования,100,100000059033,Погрузчик фронтальный WA500-3 №502,ТР,APP1,A,87,A0000959,Погрузчик фронтальный №502,11-RUD-CGTR-SETT-UCTT-LF25,2-0563_str,87
,PM,155589,100000056596,2-0563,1100,КР электрооборудования,100,100000059033,Погрузчик фронтальный WA500-3 №502,КР,APP1,A,36,A0000959,Погрузчик фронтальный №502,11-RUD-CGTR-SETT-UCTT-LF25,2-0563_str,36
,PM,155590,100000056597,2-0564,1100,ТР ходовой части,100,100000059033,Погрузчик фронтальный WA500-3 №502,ТР,APP1,A,85,A0000959,Погрузчик фронтальный №502,11-RUD-CGTR-SETT-UCTT-LF25,2-0564_str,85
,PM,155591,100000056597,2-0564,1100,КР ходовой части,100,100000059033,Погрузчик фронтальный WA500-3 №502,КР,APP1,A,34,A0000959,Погрузчик фронтальный №502,11-RUD-CGTR-SETT-UCTT-LF25,2-0564_str,34
,PM,155596,100000056599,2-0386,1100,Техническое обслуживание 1,100,100000059035,Экскаватор гидравл. ЕК 270LC №604,ТО1,APP1,A,О1,A0004003,Экскаватор гидравлический №604,11-RUD-CGTR-SETT-UCTT-EX11,2-0386_str,О1
,PM,155597,100000056599,2-0386,1100,Техническое обслуживание 2,100,100000059035,Экскаватор гидравл. ЕК 270LC №604,ТО2,APP1,A,О2,A0004003,Экскаватор гидравлический №604,11-RUD-CGTR-SETT-UCTT-EX11,2-0386_str,О2
,PM,155598,100000056599,2-0386,1100,Техническое обслуживание 3,100,100000059035,Экскаватор гидравл. ЕК 270LC №604,ТО3,APP1,A,О3,A0004003,Экскаватор гидравлический №604,11-RUD-CGTR-SETT-UCTT-EX11,2-0386_str,О3
,PM,155599,100000056600,2-0493,1100,КР ходовой части,100,100000059035,Экскаватор гидравл. ЕК 270LC №604,КР,APP1,A,34,A0004003,Экскаватор гидравлический №604,11-RUD-CGTR-SETT-UCTT-EX11,2-0493_str,34
,PM,155600,100000056601,2-0503,1100,КР навесного оборудования,100,100000059035,Экскаватор гидравл. ЕК 270LC №604,КР,APP1,A,27,A0004003,Экскаватор гидравлический №604,11-RUD-CGTR-SETT-UCTT-EX11,2-0503_str,27
,PM,155601,100000056602,2-0504,1100,КР гидравлического обор.,100,100000059035,Экскаватор гидравл. ЕК 270LC №604,КР,APP1,A,5,A0004003,Экскаватор гидравлический №604,11-RUD-CGTR-SETT-UCTT-EX11,2-0504_str,5
,PM,155602,100000056603,2-0565,1100,КР электрооборудования,100,100000059035,Экскаватор гидравл. ЕК 270LC №604,КР,APP1,A,36,A0004003,Экскаватор гидравлический №604,11-RUD-CGTR-SETT-UCTT-EX11,2-0565_str,36
,PM,155603,100000056604,2-0572,1100,Замена двигателя,100,100000059035,Экскаватор гидравл. ЕК 270LC №604,ЗМН,APP1,A,ЗД,A0004003,Экскаватор гидравлический №604,11-RUD-CGTR-SETT-UCTT-EX11,2-0572_str,ЗД
,PM,155604,100000056605,2-0656,1100,КР коробки передач,100,100000059035,Экскаватор гидравл. ЕК 270LC №604,КР,APP1,A,24,A0004003,Экскаватор гидравлический №604,11-RUD-CGTR-SETT-UCTT-EX11,2-0656_str,24
,PM,155605,100000056605,2-0656,1100,Замена коробки передач,100,100000059035,Экскаватор гидравл. ЕК 270LC №604,ЗМН,APP1,A,ЗК,A0004003,Экскаватор гидравлический №604,11-RUD-CGTR-SETT-UCTT-EX11,2-0656_str,ЗК
,PM,155606,100000056606,2-0387,1100,Техническое обслуживание 1,100,100000059036,Бульдозер D475A-5 №202,ТО1,APP1,A,О1,A0003671,Бульдозер гусеничный №202,11-RUD-CGTR-SETT-UCTT-BZ10,2-0387_str,О1
,PM,155607,100000056606,2-0387,1100,Техническое обслуживание 2,100,100000059036,Бульдозер D475A-5 №202,ТО2,APP1,A,О2,A0003671,Бульдозер гусеничный №202,11-RUD-CGTR-SETT-UCTT-BZ10,2-0387_str,О2
,PM,155608,100000056606,2-0387,1100,Техническое обслуживание 3,100,100000059036,Бульдозер D475A-5 №202,ТО3,APP1,A,О3,A0003671,Бульдозер гусеничный №202,11-RUD-CGTR-SETT-UCTT-BZ10,2-0387_str,О3
,PM,155609,100000056606,2-0387,1100,Техническое обслуживание 4,100,100000059036,Бульдозер D475A-5 №202,ТО4,APP1,A,О4,A0003671,Бульдозер гусеничный №202,11-RUD-CGTR-SETT-UCTT-BZ10,2-0387_str,О4
