,Название стратерии,Единица,Текст цикла ПредупрТОРО,КраткНазвЦикла,Цикл,код_цикла,strategy_str_counter
222,ЧАС ТО720-ТР2160,ЧАС,Текущий ремонт,ТР,"2160,00",1-0097ТР,1-0097_strТР
223,ЧАС ТО168,ЧАС,Техническое обслуживание,ТО,"168,00",1-0098ТО,1-0098_strТО
224,ЧАС ТР34560,ЧАС,Текущий ремонт,ТР,"34560,00",1-0099ТР,1-0099_strТР
225,"Обходы,осм 120ч (3 пакета)",ЧАС,Ежедневный осмотр,6O,"72,00",1-01006O,1-0100_str6O
226,"Обходы,осм 120ч (3 пакета)",ЧАС,Ежедневный осмотр,7O,"72,00",1-01007O,1-0100_str7O
227,"Обходы,осм 120ч (3 пакета)",ЧАС,Ежедневный осмотр,8O,"72,00",1-01008O,1-0100_str8O
228,"Обходы, осм 48ч (4 пакета)",ЧАС,ЕСО Сутки 1 Смена №1,1И,"48,00",1-01011И,1-0101_str1И
229,"Обходы, осм 48ч (4 пакета)",ЧАС,ЕСО Сутки 1 Смена №2,2И,"48,00",1-01012И,1-0101_str2И
230,"Обходы, осм 48ч (4 пакета)",ЧАС,ЕСО Сутки 2 Смена №1,3И,"48,00",1-01013И,1-0101_str3И
231,"Обходы, осм 48ч (4 пакета)",ЧАС,ЕСО Сутки 2 Смена №2,4И,"48,00",1-01014И,1-0101_str4И
232,ЧАС ТО1МСЦ,МСЦ,Техническое обслуживание,ТО,"720,00",1-0102ТО,1-0102_strТО
233,КИПиА еженедельное ТО,СУТ,Еженедельное ТО,ТО,"168,00",1-0103ТО,1-0103_strТО
234,ЧАС ТО720-ТР8640-КР43200,ЧАС,Техническое обслуживание,ТО,"720,00",1-0104ТО,1-0104_strТО
235,ЧАС ТО720-ТР8640-КР43200,ЧАС,Текущий ремонт,ТР,"8640,00",1-0104ТР,1-0104_strТР
236,ЧАС ТО720-ТР8640-КР43200,ЧАС,Капитальный ремонт,КР,"43200,00",1-0104КР,1-0104_strКР
237,ЧАС ТО720-ТР8640-КР51840,ЧАС,Техническое обслуживание,ТО,"720,00",1-0105ТО,1-0105_strТО
238,ЧАС ТО720-ТР8640-КР51840,ЧАС,Текущий ремонт,ТР,"8640,00",1-0105ТР,1-0105_strТР
239,ЧАС ТО720-ТР8640-КР51840,ЧАС,Капитальный ремонт,КР,"51840,00",1-0105КР,1-0105_strКР
240,ЧАС ТО720-ТР8640-КР86400,ЧАС,Техническое обслуживание,ТО,"720,00",1-0106ТО,1-0106_strТО
241,ЧАС ТО720-ТР8640-КР86400,ЧАС,Текущий ремонт,ТР,"8640,00",1-0106ТР,1-0106_strТР
242,ЧАС ТО720-ТР8640-КР86400,ЧАС,Капитальный ремонт,КР,"86400,00",1-0106КР,1-0106_strКР
243,ЧАС ТО720-ТР2160-КР34560,ЧАС,Техническое обслуживание,ТО,"720,00",1-0107ТО,1-0107_strТО
244,ЧАС ТО720-ТР2160-КР34560,ЧАС,Текущий ремонт,ТР,"2160,00",1-0107ТР,1-0107_strТР
245,ЧАС ТО720-ТР2160-КР34560,ЧАС,Капитальный ремонт,КР,"34560,00",1-0107КР,1-0107_strКР
246,ЧАС ТО720-ТР8640-КР69120,ЧАС,Техническое обслуживание,ТО,"720,00",1-0108ТО,1-0108_strТО
247,ЧАС ТО720-ТР8640-КР69120,ЧАС,Текущий ремонт,ТР,"8640,00",1-0108ТР,1-0108_strТР
248,ЧАС ТО720-ТР8640-КР69120,ЧАС,Капитальный ремонт,КР,"69120,00",1-0108КР,1-0108_strКР
249,ЧАС ТО720-ТР4320-КР25920,ЧАС,Техническое обслуживание,ТО,"720,00",1-0109ТО,1-0109_strТО
250,ЧАС ТО720-ТР4320-КР25920,ЧАС,Текущий ремонт,ТР,"4320,00",1-0109ТР,1-0109_strТР
251,ЧАС ТО720-ТР4320-КР25920,ЧАС,Капитальный ремонт,КР,"25920,00",1-0109КР,1-0109_strКР
252,ЧАС ТО4320-ТР8640-КР103680,ЧАС,Техническое обслуживание,ТО,"4320,00",1-0110ТО,1-0110_strТО
253,ЧАС ТО4320-ТР8640-КР103680,ЧАС,Текущий ремонт,ТР,"8640,00",1-0110ТР,1-0110_strТР
254,ЧАС ТО4320-ТР8640-КР103680,ЧАС,Капитальный ремонт,КР,"103680,00",1-0110КР,1-0110_strКР
255,ЧАС ТО720-ТР4320-КР51840,ЧАС,Техническое обслуживание,ТО,"720,00",1-0111ТО,1-0111_strТО
256,ЧАС ТО720-ТР4320-КР51840,ЧАС,Текущий ремонт,ТР,"4320,00",1-0111ТР,1-0111_strТР
257,ЧАС ТО720-ТР4320-КР51840,ЧАС,Текущий ремонт,КР,"51840,00",1-0111КР,1-0111_strКР
258,ЧАС ТО720-ТР4320-КР43200,ЧАС,Техническое обслуживание,ТО,"720,00",1-0112ТО,1-0112_strТО
259,ЧАС ТО720-ТР4320-КР43200,ЧАС,Текущий ремонт,ТР,"4320,00",1-0112ТР,1-0112_strТР
260,ЧАС ТО720-ТР4320-КР43200,ЧАС,Капитальный ремонт,КР,"43200,00",1-0112КР,1-0112_strКР
261,МСЦ СТО6  ПЛ полуприцепы,МСЦ,Сезонное обслуживание,СО,"4320,00",1-0113СО,1-0113_strСО
262,МСЦ СТО6  ПЛ прицепы самосвал,МСЦ,Сезонное обслуживание,СО,"4320,00",1-0114СО,1-0114_strСО
263,МСЦ СТО6  ПЛ Bobcat S 530,МСЦ,Сезонное обслуживание,СО,"4320,00",1-0115СО,1-0115_strСО
264,МСЦ СТО6  ПЛ Bobcat S 570,МСЦ,Сезонное обслуживание,СО,"4320,00",1-0116СО,1-0116_strСО
265,ЧАС ТО360,ЧАС,Техническое обслуживание,ТО,"360,00",1-0117ТО,1-0117_strТО
266,ЧАС ТР1440,ЧАС,Текущий ремонт,ТР,"1440,00",1-0118ТР,1-0118_strТР
267,ЧАС ТР2880,ЧАС,Текущий ремонт,ТР,"2880,00",1-0119ТР,1-0119_strТР
268,ЧАС ТО216-1080,ЧАС,Техническое обслуживание 1,О1,"216,00",1-0120О1,1-0120_strО1
269,ЧАС ТО216-1080,ЧАС,Техническое обслуживание 2,О2,"1080,00",1-0120О2,1-0120_strО2
270,ЧАС ТО11440-ТО25760,ЧАС,Техническое обслуживание 1,О1,"1440,00",1-0121О1,1-0121_strО1
271,ЧАС ТО11440-ТО25760,ЧАС,Техническое обслуживание 2,О2,"5760,00",1-0121О2,1-0121_strО2
272,ЧАС О1360-О2720-ТР2160,ЧАС,Техническое обслуживание 1,О1,"360,00",1-0122О1,1-0122_strО1
273,ЧАС О1360-О2720-ТР2160,ЧАС,Техническое обслуживание 2,О2,"720,00",1-0122О2,1-0122_strО2
274,ЧАС О1360-О2720-ТР2160,ЧАС,Текущий ремонт,ТР,"2160,00",1-0122ТР,1-0122_strТР
275,ЧАС О1360-О2720-ТР5760,ЧАС,Техническое обслуживание 1,О1,"360,00",1-0123О1,1-0123_strО1
276,ЧАС О1360-О2720-ТР5760,ЧАС,Техническое обслуживание 2,О2,"720,00",1-0123О2,1-0123_strО2
277,ЧАС О1360-О2720-ТР5760,ЧАС,Текущий ремонт,ТР,"5760,00",1-0123ТР,1-0123_strТР
278,ЧАС ТО720-Т12160-Т24320-Т38640,ЧАС,Техническое обслуживание,ТО,"720,00",1-0124ТО,1-0124_strТО
279,ЧАС ТО720-Т12160-Т24320-Т38640,ЧАС,Текущий ремонт 1,Т1,"2160,00",1-0124Т1,1-0124_strТ1
280,ЧАС ТО720-Т12160-Т24320-Т38640,ЧАС,Текущий ремонт 2,Т2,"4320,00",1-0124Т2,1-0124_strТ2
281,ЧАС ТО720-Т12160-Т24320-Т38640,ЧАС,Текущий ремонт 3,Т3,"8640,00",1-0124Т3,1-0124_strТ3
282,ЧАС ТО720-Т11440-Т24320-Т38640,ЧАС,Техническое обслуживание,ТО,"720,00",1-0125ТО,1-0125_strТО
283,ЧАС ТО720-Т11440-Т24320-Т38640,ЧАС,Текущий ремонт 1,Т1,"1440,00",1-0125Т1,1-0125_strТ1
284,ЧАС ТО720-Т11440-Т24320-Т38640,ЧАС,Текущий ремонт 2,Т2,"4320,00",1-0125Т2,1-0125_strТ2
285,ЧАС ТО720-Т11440-Т24320-Т38640,ЧАС,Текущий ремонт 3,Т3,"8640,00",1-0125Т3,1-0125_strТ3
286,ЧАС ТО720-Т14320-Т2-Т3-Т4-КР,ЧАС,Техническое обслуживание,ТО,"720,00",1-0126ТО,1-0126_strТО
287,ЧАС ТО720-Т14320-Т2-Т3-Т4-КР,ЧАС,Текущий ремонт 1,Т1,"4320,00",1-0126Т1,1-0126_strТ1
288,ЧАС ТО720-Т14320-Т2-Т3-Т4-КР,ЧАС,Текущий ремонт 2,Т2,"8640,00",1-0126Т2,1-0126_strТ2
289,ЧАС ТО720-Т14320-Т2-Т3-Т4-КР,ЧАС,Текущий ремонт 3,Т3,"17280,00",1-0126Т3,1-0126_strТ3
290,ЧАС ТО720-Т14320-Т2-Т3-Т4-КР,ЧАС,Текущий ремонт 4,Т4,"34560,00",1-0126Т4,1-0126_strТ4
291,ЧАС ТО720-Т14320-Т2-Т3-Т4-КР,ЧАС,Капитальный ремонт,КР,"69120,00",1-0126КР,1-0126_strКР
292,ЧАС О1360-О2720-Т1-Т2-Т3-Т4-Т5,ЧАС,Техническое обслуживание 1,О1,"360,00",1-0127О1,1-0127_strО1
293,ЧАС О1360-О2720-Т1-Т2-Т3-Т4-Т5,ЧАС,Техническое обслуживание 2,О2,"720,00",1-0127О2,1-0127_strО2
294,ЧАС О1360-О2720-Т1-Т2-Т3-Т4-Т5,ЧАС,Текущий ремонт 1,Т1,"4320,00",1-0127Т1,1-0127_strТ1
295,ЧАС О1360-О2720-Т1-Т2-Т3-Т4-Т5,ЧАС,Текущий ремонт 2,Т2,"8640,00",1-0127Т2,1-0127_strТ2
296,ЧАС О1360-О2720-Т1-Т2-Т3-Т4-Т5,ЧАС,Текущий ремонт 3,Т3,"17280,00",1-0127Т3,1-0127_strТ3
297,ЧАС О1360-О2720-Т1-Т2-Т3-Т4-Т5,ЧАС,Текущий ремонт 4,Т4,"34560,00",1-0127Т4,1-0127_strТ4
298,ЧАС О1360-О2720-Т1-Т2-Т3-Т4-Т5,ЧАС,Текущий ремонт 5,Т5,"51840,00",1-0127Т5,1-0127_strТ5
299,ЧАС ТО720-Т14320-Т28640-Т3,ЧАС,Техническое обслуживание,ТО,"720,00",1-0128ТО,1-0128_strТО
300,ЧАС ТО720-Т14320-Т28640-Т3,ЧАС,Текущий ремонт 1,Т1,"4320,00",1-0128Т1,1-0128_strТ1
301,ЧАС ТО720-Т14320-Т28640-Т3,ЧАС,Текущий ремонт 2,Т2,"8640,00",1-0128Т2,1-0128_strТ2
302,ЧАС ТО720-Т14320-Т28640-Т3,ЧАС,Текущий ремонт 3,Т3,"25920,00",1-0128Т3,1-0128_strТ3
303,ЧАС MDR350 TNR C5HC TRG,ЧАС,Техническое обслуживание,ТО,"576,00",1-0129ТО,1-0129_strТО
304,ЧАС MDR350 TNR C5HC TRG,ЧАС,Текущий ремонт 1,Т1,"1080,00",1-0129Т1,1-0129_strТ1
305,ЧАС MDR350 TNR C5HC TRG,ЧАС,Текущий ремонт 2,Т2,"2160,00",1-0129Т2,1-0129_strТ2
306,ЧАС MDR350 TNR C5HC TRG,ЧАС,Текущий ремонт 3,Т3,"4320,00",1-0129Т3,1-0129_strТ3
307,ЧАС MDR350 TNR C5HC TRG,ЧАС,Текущий ремонт 4,Т4,"8640,00",1-0129Т4,1-0129_strТ4
308,ЧАС MDR350 TNR C5HC TRG,ЧАС,Текущий ремонт 5,Т5,"17280,00",1-0129Т5,1-0129_strТ5
309,ЧАС MDR350 TNR C5HC TRG,ЧАС,Текущий ремонт 6,Т6,"34560,00",1-0129Т6,1-0129_strТ6
310,ЧАС ТО1440-Т14320-Т28640-Т3,ЧАС,Техническое обслуживание,ТО,"1440,00",1-0130ТО,1-0130_strТО
311,ЧАС ТО1440-Т14320-Т28640-Т3,ЧАС,Текущий ремонт 1,Т1,"4320,00",1-0130Т1,1-0130_strТ1
312,ЧАС ТО1440-Т14320-Т28640-Т3,ЧАС,Текущий ремонт 2,Т2,"8640,00",1-0130Т2,1-0130_strТ2
313,ЧАС ТО1440-Т14320-Т28640-Т3,ЧАС,Текущий ремонт 3,Т3,"34560,00",1-0130Т3,1-0130_strТ3
314,ЧАС О14320-О28640-ТР12960,ЧАС,Техническое обслуживание 1,О1,"4320,00",1-0131О1,1-0131_strО1
315,ЧАС О14320-О28640-ТР12960,ЧАС,Техническое обслуживание 2,О2,"8640,00",1-0131О2,1-0131_strО2
316,ЧАС О14320-О28640-ТР12960,ЧАС,Текущий ремонт,ТР,"12960,00",1-0131ТР,1-0131_strТР
317,ЧАС ТО4320-Т18640-Т217280,ЧАС,Техническое обслуживание,ТО,"4320,00",1-0132ТО,1-0132_strТО
318,ЧАС ТО4320-Т18640-Т217280,ЧАС,Текущий ремонт 1,Т1,"8640,00",1-0132Т1,1-0132_strТ1
319,ЧАС ТО4320-Т18640-Т217280,ЧАС,Текущий ремонт 2,Т2,"17280,00",1-0132Т2,1-0132_strТ2
320,ЧАС ТО1440-Т14320-Т28640,ЧАС,Техническое обслуживание,ТО,"1440,00",1-0133ТО,1-0133_strТО
321,ЧАС ТО1440-Т14320-Т28640,ЧАС,Текущий ремонт 1,Т1,"4320,00",1-0133Т1,1-0133_strТ1
322,ЧАС ТО1440-Т14320-Т28640,ЧАС,Текущий ремонт 2,Т2,"8640,00",1-0133Т2,1-0133_strТ2
323,ЧАС О18640-О217280,ЧАС,Техническое обслуживание 1,О1,"8640,00",1-0134О1,1-0134_strО1
324,ЧАС О18640-О217280,ЧАС,Техническое обслуживание 2,О2,"17280,00",1-0134О2,1-0134_strО2
325,ЧАС ТО4320-ТР7200,ЧАС,Техническое обслуживание,ТО,"4320,00",1-0135ТО,1-0135_strТО
326,ЧАС ТО4320-ТР7200,ЧАС,Текущий ремонт,ТР,"7200,00",1-0135ТР,1-0135_strТР
327,ЧАС ТО4320-Т112960-Т251840,ЧАС,Техническое обслуживание,ТО,"4320,00",1-0136ТО,1-0136_strТО
328,ЧАС ТО4320-Т112960-Т251840,ЧАС,Текущий ремонт 1,Т1,"12960,00",1-0136Т1,1-0136_strТ1
329,ЧАС ТО4320-Т112960-Т251840,ЧАС,Текущий ремонт 2,Т2,"51840,00",1-0136Т2,1-0136_strТ2
330,ЧАС ТО720-Т12160-Т24320-Т3-Т4,ЧАС,Техническое обслуживание,ТО,"720,00",1-0137ТО,1-0137_strТО
331,ЧАС ТО720-Т12160-Т24320-Т3-Т4,ЧАС,Текущий ремонт 1,Т1,"2160,00",1-0137Т1,1-0137_strТ1
332,ЧАС ТО720-Т12160-Т24320-Т3-Т4,ЧАС,Текущий ремонт 2,Т2,"4320,00",1-0137Т2,1-0137_strТ2
333,ЧАС ТО720-Т12160-Т24320-Т3-Т4,ЧАС,Текущий ремонт 3,Т3,"8640,00",1-0137Т3,1-0137_strТ3
334,ЧАС ТО720-Т12160-Т24320-Т3-Т4,ЧАС,Текущий ремонт 4,Т4,"17280,00",1-0137Т4,1-0137_strТ4
335,ЧАС Summit Valley5MT362E2B,ЧАС,Техническое обслуживание,ТО,"2160,00",1-0138ТО,1-0138_strТО
336,ЧАС Summit Valley5MT362E2B,ЧАС,Текущий ремонт 1,Т1,"4320,00",1-0138Т1,1-0138_strТ1
337,ЧАС Summit Valley5MT362E2B,ЧАС,Текущий ремонт 2,Т2,"8640,00",1-0138Т2,1-0138_strТ2
338,ЧАС Summit Valley5MT362E2B,ЧАС,Текущий ремонт 3,Т3,"34560,00",1-0138Т3,1-0138_strТ3
339,ЧАС Summit Valley5MT362E2B,ЧАС,Капитальный ремонт,КР,"69120,00",1-0138КР,1-0138_strКР
340,ЧАС ТО2160-ТР4320,ЧАС,Техническое обслуживание,ТО,"2160,00",1-0139ТО,1-0139_strТО
341,ЧАС ТО2160-ТР4320,ЧАС,Текущий ремонт,ТР,"4320,00",1-0139ТР,1-0139_strТР
342,ЧАС ТО720-Т11440-Т28640,ЧАС,Техническое обслуживание,ТО,"720,00",1-0140ТО,1-0140_strТО
343,ЧАС ТО720-Т11440-Т28640,ЧАС,Текущий ремонт 1,Т1,"1440,00",1-0140Т1,1-0140_strТ1
344,ЧАС ТО720-Т11440-Т28640,ЧАС,Текущий ремонт 2,Т2,"8640,00",1-0140Т2,1-0140_strТ2
345,ЧАС ТО1440-ТР8640,ЧАС,Техническое обслуживание,ТО,"1440,00",1-0141ТО,1-0141_strТО
346,ЧАС ТО1440-ТР8640,ЧАС,Текущий ремонт,ТР,"8640,00",1-0141ТР,1-0141_strТР
347,ЧАС ТО1080-Т12160-Т28640,ЧАС,Техническое обслуживание,ТО,"1080,00",1-0142ТО,1-0142_strТО
348,ЧАС ТО1080-Т12160-Т28640,ЧАС,Текущий ремонт 1,Т1,"2160,00",1-0142Т1,1-0142_strТ1
349,ЧАС ТО1080-Т12160-Т28640,ЧАС,Текущий ремонт 2,Т2,"8640,00",1-0142Т2,1-0142_strТ2
350,ЧАС ТО2160-Т14320-Т2-Т317280,ЧАС,Техническое обслуживание,ТО,"2160,00",1-0143ТО,1-0143_strТО
351,ЧАС ТО2160-Т14320-Т2-Т317280,ЧАС,Текущий ремонт 1,Т1,"4320,00",1-0143Т1,1-0143_strТ1
352,ЧАС ТО2160-Т14320-Т2-Т317280,ЧАС,Текущий ремонт 2,Т2,"8640,00",1-0143Т2,1-0143_strТ2
353,ЧАС ТО2160-Т14320-Т2-Т317280,ЧАС,Текущий ремонт 3,Т3,"17280,00",1-0143Т3,1-0143_strТ3
354,ЧАС ТО360-Т14320-Т28640,ЧАС,Техническое обслуживание,ТО,"360,00",1-0144ТО,1-0144_strТО
355,ЧАС ТО360-Т14320-Т28640,ЧАС,Текущий ремонт 1,Т1,"4320,00",1-0144Т1,1-0144_strТ1
356,ЧАС ТО360-Т14320-Т28640,ЧАС,Текущий ремонт 2,Т2,"8640,00",1-0144Т2,1-0144_strТ2
357,ЧАС ТО720-Т12160-Т28640,ЧАС,Техническое обслуживание,ТО,"720,00",1-0145ТО,1-0145_strТО
358,ЧАС ТО720-Т12160-Т28640,ЧАС,Текущий ремонт 1,Т1,"2160,00",1-0145Т1,1-0145_strТ1
359,ЧАС ТО720-Т12160-Т28640,ЧАС,Текущий ремонт 2,Т2,"8640,00",1-0145Т2,1-0145_strТ2
360,ЧАС ТО360-Т12160-Т24320,ЧАС,Техническое обслуживание,ТО,"360,00",1-0146ТО,1-0146_strТО
361,ЧАС ТО360-Т12160-Т24320,ЧАС,Текущий ремонт 1,Т1,"2160,00",1-0146Т1,1-0146_strТ1
362,ЧАС ТО360-Т12160-Т24320,ЧАС,Текущий ремонт 2,Т2,"4320,00",1-0146Т2,1-0146_strТ2
363,ЧАС О1168-О2720,ЧАС,Техническое обслуживание 1,О1,"168,00",1-0147О1,1-0147_strО1
364,ЧАС О1168-О2720,ЧАС,Техническое обслуживание 2,О2,"720,00",1-0147О2,1-0147_strО2
365,ЧАС Т14320-Т28760,ЧАС,Текущий ремонт 1,Т1,"4320,00",1-0148Т1,1-0148_strТ1
366,ЧАС Т14320-Т28760,ЧАС,Текущий ремонт 2,Т2,"8760,00",1-0148Т2,1-0148_strТ2
367,ЧАС ТО720-Т14320-Т217280,ЧАС,Техническое обслуживание,ТО,"720,00",1-0149ТО,1-0149_strТО
368,ЧАС ТО720-Т14320-Т217280,ЧАС,Текущий ремонт 1,Т1,"4320,00",1-0149Т1,1-0149_strТ1
369,ЧАС ТО720-Т14320-Т217280,ЧАС,Текущий ремонт 2,Т2,"17280,00",1-0149Т2,1-0149_strТ2
370,ЧАС ТО360-Т12160-Т28640,ЧАС,Техническое обслуживание,ТО,"360,00",1-0150ТО,1-0150_strТО
371,ЧАС ТО360-Т12160-Т28640,ЧАС,Текущий ремонт 1,Т1,"2160,00",1-0150Т1,1-0150_strТ1
372,ЧАС ТО360-Т12160-Т28640,ЧАС,Текущий ремонт 2,Т2,"8640,00",1-0150Т2,1-0150_strТ2
373,ЧАС ТО1440-Т14320-Т28640-Т3-Т4,ЧАС,Техническое обслуживание,ТО,"1440,00",1-0151ТО,1-0151_strТО
374,ЧАС ТО1440-Т14320-Т28640-Т3-Т4,ЧАС,Текущий ремонт 1,Т1,"4320,00",1-0151Т1,1-0151_strТ1
375,ЧАС ТО1440-Т14320-Т28640-Т3-Т4,ЧАС,Текущий ремонт 2,Т2,"8640,00",1-0151Т2,1-0151_strТ2
376,ЧАС ТО1440-Т14320-Т28640-Т3-Т4,ЧАС,Текущий ремонт 3,Т3,"17280,00",1-0151Т3,1-0151_strТ3
377,ЧАС ТО1440-Т14320-Т28640-Т3-Т4,ЧАС,Текущий ремонт 4,Т4,"34560,00",1-0151Т4,1-0151_strТ4
378,ЧАС ТО2160-Т14320-Т2-Т334560,ЧАС,Техническое обслуживание,ТО,"2160,00",1-0152ТО,1-0152_strТО
379,ЧАС ТО2160-Т14320-Т2-Т334560,ЧАС,Текущий ремонт 1,Т1,"4320,00",1-0152Т1,1-0152_strТ1
