БЕ,класс ео,Модель оборудования,Наименование оборудования,strategy_str_counter,Группа,СчетГруппТехкарт,ПланПредупрТОРО,Позиция предупред. ТОРО - описание,Текст цикла ПредупрТОРО,gruppa_str_counter,"Трудоёмкость ТК, ч","Продолжительность операций ТК, ч"
Олимпиадинский ГОК,Автогрейдеры,Автогрейдер 160AWD,Автогрейдер 160AWD №3708,2-0395_strО2,A0003589,О2,100000055861,Техническое обслуживание 2,Техническое обслуживание 2,A0003589_strО2,"4,000","4,000"
Олимпиадинский ГОК,Автогрейдеры,Автогрейдер 160AWD,Автогрейдер 160AWD №3708,2-0395_strО3,A0003589,О3,100000055861,Техническое обслуживание 3,Техническое обслуживание 3,A0003589_strО3,"6,500","6,500"
Олимпиадинский ГОК,Автогрейдеры,Автогрейдер 160AWD,Автогрейдер 160AWD №3708,2-0395_strО4,A0003589,О4,100000055861,Техническое обслуживание 4,Техническое обслуживание 4,A0003589_strО4,"16,000","16,000"
Олимпиадинский ГОК,Автогрейдеры,Автогрейдер 160AWD,Автогрейдер 160AWD №3708,2-0395_strО5,A0003589,О5,100000055861,Техническое обслуживание 5,Техническое обслуживание 5,A0003589_strО5,"17,000","17,000"
Олимпиадинский ГОК,Автогрейдеры,Автогрейдер 160AWD,Автогрейдер 160AWD №3708,2-0477_str36,A0003589,36,100000055862,КР электрооборудования,КР электрооборудования,A0003589_str36,"103,000","72,000"
Олимпиадинский ГОК,Автогрейдеры,Автогрейдер 160AWD,Автогрейдер 160AWD №3708,2-0504_str5,A0003589,5,100000055863,КР гидравлического обор.,КР гидравлического обор.,A0003589_str5,"251,000","115,000"
Олимпиадинский ГОК,Автогрейдеры,Автогрейдер 160AWD,Автогрейдер 160AWD №3708,2-0540_strЗБ,A0003589,ЗБ,100000055864,Замена бортовых редукторов,Замена бортовых редукторов,A0003589_strЗБ,"12,000","6,000"
Олимпиадинский ГОК,Автогрейдеры,Автогрейдер 160AWD,Автогрейдер 160AWD №3708,2-0540_str2,A0003589,2,100000055864,КР бортовых редукторов,КР бортовых редукторов,A0003589_str2,"12,000","5,800"
Олимпиадинский ГОК,Автогрейдеры,Автогрейдер 160AWD,Автогрейдер 160AWD №3708,2-0548_strЗД,A0003589,ЗД,100000055865,Замена двигателя,Замена двигателя,A0003589_strЗД,"33,200","16,600"
Олимпиадинский ГОК,Автогрейдеры,Автогрейдер 160AWD,Автогрейдер 160AWD №3708,2-0564_str34,A0003589,34,100000055866,КР ходовой части,КР ходовой части,A0003589_str34,"410,000","184,000"
Олимпиадинский ГОК,Автогрейдеры,Автогрейдер 160AWD,Автогрейдер 160AWD №3708,2-0572_strЗК,A0003589,ЗК,100000055867,Замена коробки передач,Замена коробки передач,A0003589_strЗК,"30,000","15,000"
Олимпиадинский ГОК,Автогрейдеры,Автогрейдер 160AWD,Автогрейдер 160AWD №3708,2-0591_str27,A0003589,27,100000055868,КР навесного оборудования,КР навесного оборудования,A0003589_str27,"207,000","92,000"
Олимпиадинский ГОК,Автогрейдеры,Автогрейдер 160AWD,Автогрейдер 160AWD №3709,2-0395_strО1,A0003589,О1,100000055869,Техническое обслуживание 1,Техническое обслуживание 1,A0003589_strО1,"2,000","2,000"
Олимпиадинский ГОК,Автогрейдеры,Автогрейдер 160AWD,Автогрейдер 160AWD №3709,2-0395_strО2,A0003589,О2,100000055869,Техническое обслуживание 2,Техническое обслуживание 2,A0003589_strО2,"4,000","4,000"
Олимпиадинский ГОК,Автогрейдеры,Автогрейдер 160AWD,Автогрейдер 160AWD №3709,2-0395_strО3,A0003589,О3,100000055869,Техническое обслуживание 3,Техническое обслуживание 3,A0003589_strО3,"6,500","6,500"
Олимпиадинский ГОК,Автогрейдеры,Автогрейдер 160AWD,Автогрейдер 160AWD №3709,2-0395_strО4,A0003589,О4,100000055869,Техническое обслуживание 4,Техническое обслуживание 4,A0003589_strО4,"16,000","16,000"
Олимпиадинский ГОК,Автогрейдеры,Автогрейдер 160AWD,Автогрейдер 160AWD №3709,2-0395_strО5,A0003589,О5,100000055869,Техническое обслуживание 5,Техническое обслуживание 5,A0003589_strО5,"17,000","17,000"
Олимпиадинский ГОК,Автогрейдеры,Автогрейдер 160AWD,Автогрейдер 160AWD №3709,2-0477_str36,A0003589,36,100000055870,КР электрооборудования,КР электрооборудования,A0003589_str36,"103,000","72,000"
Олимпиадинский ГОК,Автогрейдеры,Автогрейдер 160AWD,Автогрейдер 160AWD №3709,2-0504_str5,A0003589,5,100000055871,КР гидравлического обор.,КР гидравлического обор.,A0003589_str5,"251,000","115,000"
Олимпиадинский ГОК,Автогрейдеры,Автогрейдер 160AWD,Автогрейдер 160AWD №3709,2-0540_strЗБ,A0003589,ЗБ,100000055872,Замена бортовых редукторов,Замена бортовых редукторов,A0003589_strЗБ,"12,000","6,000"
Олимпиадинский ГОК,Автогрейдеры,Автогрейдер 160AWD,Автогрейдер 160AWD №3709,2-0540_str2,A0003589,2,100000055872,КР бортовых редукторов,КР бортовых редукторов,A0003589_str2,"12,000","5,800"
Олимпиадинский ГОК,Автогрейдеры,Автогрейдер 160AWD,Автогрейдер 160AWD №3709,2-0548_strЗД,A0003589,ЗД,100000055873,Замена двигателя,Замена двигателя,A0003589_strЗД,"33,200","16,600"
Олимпиадинский ГОК,Автогрейдеры,Автогрейдер 160AWD,Автогрейдер 160AWD №3709,2-0564_str34,A0003589,34,100000055874,КР ходовой части,КР ходовой части,A0003589_str34,"410,000","184,000"
Олимпиадинский ГОК,Автогрейдеры,Автогрейдер 160AWD,Автогрейдер 160AWD №3709,2-0572_strЗК,A0003589,ЗК,100000055875,Замена коробки передач,Замена коробки передач,A0003589_strЗК,"30,000","15,000"
Олимпиадинский ГОК,Автогрейдеры,Автогрейдер 160AWD,Автогрейдер 160AWD №3709,2-0591_str27,A0003589,27,100000055876,КР навесного оборудования,КР навесного оборудования,A0003589_str27,"207,000","92,000"
Олимпиадинский ГОК,Автогрейдеры,Автогрейдер 24M,Автогрейдер 24M №3710,2-0394_strО1,A0003588,О1,100000055877,Техническое обслуживание 1,Техническое обслуживание 1,A0003588_strО1,"5,000","5,000"
Олимпиадинский ГОК,Автогрейдеры,Автогрейдер 24M,Автогрейдер 24M №3710,2-0394_strО2,A0003588,О2,100000055877,Техническое обслуживание 2,Техническое обслуживание 2,A0003588_strО2,"7,000","7,000"
Олимпиадинский ГОК,Автогрейдеры,Автогрейдер 24M,Автогрейдер 24M №3710,2-0394_strО3,A0003588,О3,100000055877,Техническое обслуживание 3,Техническое обслуживание 3,A0003588_strО3,"18,500","18,500"
Олимпиадинский ГОК,Автогрейдеры,Автогрейдер 24M,Автогрейдер 24M №3710,2-0394_strО4,A0003588,О4,100000055877,Техническое обслуживание 4,Техническое обслуживание 4,A0003588_strО4,"19,000","19,000"
Олимпиадинский ГОК,Автогрейдеры,Автогрейдер 24M,Автогрейдер 24M №3710,2-0394_strО5,A0003588,О5,100000055877,Техническое обслуживание 5,Техническое обслуживание 5,A0003588_strО5,"19,800","19,800"
Олимпиадинский ГОК,Автогрейдеры,Автогрейдер 24M,Автогрейдер 24M №3710,2-0512_strЗД,A0003588,ЗД,100000055878,Замена двигателя,Замена двигателя,A0003588_strЗД,"75,000","37,500"
Олимпиадинский ГОК,Автогрейдеры,Автогрейдер 24M,Автогрейдер 24M №3710,2-0515_str34,A0003588,34,100000055879,КР ходовой части,КР ходовой части,A0003588_str34,"427,000","197,000"
Олимпиадинский ГОК,Автогрейдеры,Автогрейдер 24M,Автогрейдер 24M №3710,2-0560_str5,A0003588,5,100000055880,КР гидравлического обор.,КР гидравлического обор.,A0003588_str5,"277,000","126,000"
Олимпиадинский ГОК,Автогрейдеры,Автогрейдер 24M,Автогрейдер 24M №3710,2-0586_str27,A0003588,27,100000055881,КР навесного оборудования,КР навесного оборудования,A0003588_str27,"216,000","108,000"
Олимпиадинский ГОК,Автогрейдеры,Автогрейдер 24M,Автогрейдер 24M №3710,2-0587_strЗГ,A0003588,ЗГ,100000055882,Замена гидротрансформатора,Замена гидротрансформатора,A0003588_strЗГ,"20,000","10,000"
Олимпиадинский ГОК,Автогрейдеры,Автогрейдер 24M,Автогрейдер 24M №3710,2-0587_str8,A0003588,8,100000055882,КР гидротрансформатора,КР гидротрансформатора,A0003588_str8,"20,000","8,500"
Олимпиадинский ГОК,Автогрейдеры,Автогрейдер 24M,Автогрейдер 24M №3710,2-0588_strЗК,A0003588,ЗК,100000055883,Замена коробки передач,Замена коробки передач,A0003588_strЗК,"24,000","12,000"
Олимпиадинский ГОК,Автогрейдеры,Автогрейдер 24M,Автогрейдер 24M №3710,2-0589_strЗБ,A0003588,ЗБ,100000055884,Замена бортовых редукторов,Замена бортовых редукторов,A0003588_strЗБ,"34,000","17,000"
Олимпиадинский ГОК,Автогрейдеры,Автогрейдер 24M,Автогрейдер 24M №3710,2-0589_str2,A0003588,2,100000055884,КР бортовых редукторов,КР бортовых редукторов,A0003588_str2,"32,000","13,500"
Олимпиадинский ГОК,Автогрейдеры,Автогрейдер 24M,Автогрейдер 24M №3710,2-0590_str36,A0003588,36,100000055885,КР электрооборудования,КР электрооборудования,A0003588_str36,"125,000","84,000"
Олимпиадинский ГОК,Автогрейдеры,Автогрейдер 24M,Автогрейдер 24M №3710,2-0609_strГЗ,A0003588,ГЗ,100000055886,Замена главной передачи,Замена главной передачи,A0003588_strГЗ,"32,000","16,000"
Олимпиадинский ГОК,Бульдозеры гусеничные,Бульдозер D65EX,Бульдозер D65PX-16 №3309,2-0483_str68,A0004093,68,100000055887,ТР гидравлического обор.,ТР гидравлического обор.,A0004093_str68,"84,000","42,000"
Олимпиадинский ГОК,Бульдозеры гусеничные,Бульдозер D65EX,Бульдозер D65PX-16 №3309,2-0483_str5,A0004093,5,100000055887,КР гидравлического обор.,КР гидравлического обор.,A0004093_str5,"276,000","136,000"
Олимпиадинский ГОК,Бульдозеры гусеничные,Бульдозер D65EX,Бульдозер D65PX-16 №3309,2-0486_str87,A0004093,87,100000055888,ТР электрооборудования,ТР электрооборудования,A0004093_str87,"36,000","36,000"
Олимпиадинский ГОК,Бульдозеры гусеничные,Бульдозер D65EX,Бульдозер D65PX-16 №3309,2-0486_str36,A0004093,36,100000055888,КР электрооборудования,КР электрооборудования,A0004093_str36,"96,000","96,000"
Олимпиадинский ГОК,Бульдозеры гусеничные,Бульдозер D65EX,Бульдозер D65PX-16 №3309,2-0506_strН2,A0004093,Н2,100000055889,Начальное ТО на 250,Начальное ТО на 250,A0004093_strН2,"2,100","1,000"
Олимпиадинский ГОК,Бульдозеры гусеничные,Бульдозер D65EX,Бульдозер D65PX-16 №3309,2-0512_str70,A0004093,70,100000055890,ТР двигателя,ТР двигателя,A0004093_str70,"82,000","41,000"
Олимпиадинский ГОК,Бульдозеры гусеничные,Бульдозер D65EX,Бульдозер D65PX-16 №3309,2-0512_strЗД,A0004093,ЗД,100000055890,Замена двигателя,Замена двигателя,A0004093_strЗД,"80,000","80,000"
Олимпиадинский ГОК,Бульдозеры гусеничные,Бульдозер D65EX,Бульдозер D65PX-16 №3309,2-0521_str65,A0004093,65,100000055891,ТР бортовых редукторов,ТР бортовых редукторов,A0004093_str65,"96,000","48,000"
Олимпиадинский ГОК,Бульдозеры гусеничные,Бульдозер D65EX,Бульдозер D65PX-16 №3309,2-0521_str2,A0004093,2,100000055891,КР бортовых редукторов,КР бортовых редукторов,A0004093_str2,"37,000","17,600"
Олимпиадинский ГОК,Бульдозеры гусеничные,Бульдозер D65EX,Бульдозер D65PX-16 №3309,2-0521_strЗБ,A0004093,ЗБ,100000055891,Замена бортовых редукторов,Замена бортовых редукторов,A0004093_strЗБ,"36,000","36,000"
Олимпиадинский ГОК,Бульдозеры гусеничные,Бульдозер D65EX,Бульдозер D65PX-16 №3309,2-0522_str8,A0004093,8,100000055892,КР гидротрансформатора,КР гидротрансформатора,A0004093_str8,"30,000","13,600"
Олимпиадинский ГОК,Бульдозеры гусеничные,Бульдозер D65EX,Бульдозер D65PX-16 №3309,2-0522_strЗГ,A0004093,ЗГ,100000055892,Замена гидротрансформатора,Замена гидротрансформатора,A0004093_strЗГ,"41,000","41,000"
Олимпиадинский ГОК,Бульдозеры гусеничные,Бульдозер D65EX,Бульдозер D65PX-16 №3309,2-0523_strТК,A0004093,ТК,100000055893,ТР коробки передач,ТР коробки передач,A0004093_strТК,"96,000","54,000"
Олимпиадинский ГОК,Бульдозеры гусеничные,Бульдозер D65EX,Бульдозер D65PX-16 №3309,2-0523_strЗК,A0004093,ЗК,100000055893,Замена коробки передач,Замена коробки передач,A0004093_strЗК,"41,000","41,000"
Олимпиадинский ГОК,Бульдозеры гусеничные,Бульдозер D65EX,Бульдозер D65PX-16 №3309,2-0524_strО1,A0004093,О1,100000055894,Техническое обслуживание 1,Техническое обслуживание 1,A0004093_strО1,"4,400","3,100"
Олимпиадинский ГОК,Бульдозеры гусеничные,Бульдозер D65EX,Бульдозер D65PX-16 №3309,2-0524_strО2,A0004093,О2,100000055894,Техническое обслуживание 2,Техническое обслуживание 2,A0004093_strО2,"7,200","2,900"
Олимпиадинский ГОК,Бульдозеры гусеничные,Бульдозер D65EX,Бульдозер D65PX-16 №3309,2-0524_strО3,A0004093,О3,100000055894,Техническое обслуживание 3,Техническое обслуживание 3,A0004093_strО3,"16,000","6,400"
Олимпиадинский ГОК,Бульдозеры гусеничные,Бульдозер D65EX,Бульдозер D65PX-16 №3309,2-0524_strО4,A0004093,О4,100000055894,Техническое обслуживание 4,Техническое обслуживание 4,A0004093_strО4,"20,500","8,200"
Олимпиадинский ГОК,Бульдозеры гусеничные,Бульдозер D65EX,Бульдозер D65PX-16 №3309,2-0524_strО5,A0004093,О5,100000055894,Техническое обслуживание 5,Техническое обслуживание 5,A0004093_strО5,"21,500","8,600"
Олимпиадинский ГОК,Бульдозеры гусеничные,Бульдозер D65EX,Бульдозер D65PX-16 №3309,2-0525_str85,A0004093,85,100000055895,ТР ходовой части,ТР ходовой части,A0004093_str85,"92,000","48,000"
Олимпиадинский ГОК,Бульдозеры гусеничные,Бульдозер D65EX,Бульдозер D65PX-16 №3309,2-0525_str34,A0004093,34,100000055895,КР ходовой части,КР ходовой части,A0004093_str34,"322,000","144,000"
Олимпиадинский ГОК,Бульдозеры гусеничные,Бульдозер D65EX,Бульдозер D65PX-16 №3309,2-0526_str77,A0004093,77,100000055896,ТР навесного оборудования,ТР навесного оборудования,A0004093_str77,"128,000","66,000"
Олимпиадинский ГОК,Бульдозеры гусеничные,Бульдозер D65EX,Бульдозер D65PX-16 №3309,2-0526_strЗА,A0004093,ЗА,100000055896,Замена навесного оборудования,Замена навесного оборудования,A0004093_strЗА,"0,000","0,000"
Олимпиадинский ГОК,Бульдозеры гусеничные,Бульдозер D65EX,Бульдозер D65EX-16 №3311,2-0483_str68,A0004093,68,100000055897,ТР гидравлического обор.,ТР гидравлического обор.,A0004093_str68,"84,000","42,000"
Олимпиадинский ГОК,Бульдозеры гусеничные,Бульдозер D65EX,Бульдозер D65EX-16 №3311,2-0483_str5,A0004093,5,100000055897,КР гидравлического обор.,КР гидравлического обор.,A0004093_str5,"276,000","136,000"
Олимпиадинский ГОК,Бульдозеры гусеничные,Бульдозер D65EX,Бульдозер D65EX-16 №3311,2-0486_str87,A0004093,87,100000055898,ТР электрооборудования,ТР электрооборудования,A0004093_str87,"36,000","36,000"
Олимпиадинский ГОК,Бульдозеры гусеничные,Бульдозер D65EX,Бульдозер D65EX-16 №3311,2-0486_str36,A0004093,36,100000055898,КР электрооборудования,КР электрооборудования,A0004093_str36,"96,000","96,000"
Олимпиадинский ГОК,Бульдозеры гусеничные,Бульдозер D65EX,Бульдозер D65EX-16 №3311,2-0506_strН2,A0004093,Н2,100000055899,Начальное ТО на 250,Начальное ТО на 250,A0004093_strН2,"2,100","1,000"
Олимпиадинский ГОК,Бульдозеры гусеничные,Бульдозер D65EX,Бульдозер D65EX-16 №3311,2-0512_str70,A0004093,70,100000055900,ТР двигателя,ТР двигателя,A0004093_str70,"82,000","41,000"
Олимпиадинский ГОК,Бульдозеры гусеничные,Бульдозер D65EX,Бульдозер D65EX-16 №3311,2-0512_strЗД,A0004093,ЗД,100000055900,Замена двигателя,Замена двигателя,A0004093_strЗД,"80,000","80,000"
Олимпиадинский ГОК,Бульдозеры гусеничные,Бульдозер D65EX,Бульдозер D65EX-16 №3311,2-0521_str65,A0004093,65,100000055901,ТР бортовых редукторов,ТР бортовых редукторов,A0004093_str65,"96,000","48,000"
Олимпиадинский ГОК,Бульдозеры гусеничные,Бульдозер D65EX,Бульдозер D65EX-16 №3311,2-0521_str2,A0004093,2,100000055901,КР бортовых редукторов,КР бортовых редукторов,A0004093_str2,"37,000","17,600"
Олимпиадинский ГОК,Бульдозеры гусеничные,Бульдозер D65EX,Бульдозер D65EX-16 №3311,2-0521_strЗБ,A0004093,ЗБ,100000055901,Замена бортовых редукторов,Замена бортовых редукторов,A0004093_strЗБ,"36,000","36,000"
Олимпиадинский ГОК,Бульдозеры гусеничные,Бульдозер D65EX,Бульдозер D65EX-16 №3311,2-0522_str8,A0004093,8,100000055902,КР гидротрансформатора,КР гидротрансформатора,A0004093_str8,"30,000","13,600"
Олимпиадинский ГОК,Бульдозеры гусеничные,Бульдозер D65EX,Бульдозер D65EX-16 №3311,2-0522_strЗГ,A0004093,ЗГ,100000055902,Замена гидротрансформатора,Замена гидротрансформатора,A0004093_strЗГ,"41,000","41,000"
Олимпиадинский ГОК,Бульдозеры гусеничные,Бульдозер D65EX,Бульдозер D65EX-16 №3311,2-0523_strТК,A0004093,ТК,100000055903,ТР коробки передач,ТР коробки передач,A0004093_strТК,"96,000","54,000"
Олимпиадинский ГОК,Бульдозеры гусеничные,Бульдозер D65EX,Бульдозер D65EX-16 №3311,2-0523_strЗК,A0004093,ЗК,100000055903,Замена коробки передач,Замена коробки передач,A0004093_strЗК,"41,000","41,000"
Олимпиадинский ГОК,Бульдозеры гусеничные,Бульдозер D65EX,Бульдозер D65EX-16 №3311,2-0524_strО1,A0004093,О1,100000055904,Техническое обслуживание 1,Техническое обслуживание 1,A0004093_strО1,"4,400","3,100"
Олимпиадинский ГОК,Бульдозеры гусеничные,Бульдозер D65EX,Бульдозер D65EX-16 №3311,2-0524_strО2,A0004093,О2,100000055904,Техническое обслуживание 2,Техническое обслуживание 2,A0004093_strО2,"7,200","2,900"
Олимпиадинский ГОК,Бульдозеры гусеничные,Бульдозер D65EX,Бульдозер D65EX-16 №3311,2-0524_strО3,A0004093,О3,100000055904,Техническое обслуживание 3,Техническое обслуживание 3,A0004093_strО3,"16,000","6,400"
Олимпиадинский ГОК,Бульдозеры гусеничные,Бульдозер D65EX,Бульдозер D65EX-16 №3311,2-0524_strО4,A0004093,О4,100000055904,Техническое обслуживание 4,Техническое обслуживание 4,A0004093_strО4,"20,500","8,200"
Олимпиадинский ГОК,Бульдозеры гусеничные,Бульдозер D65EX,Бульдозер D65EX-16 №3311,2-0524_strО5,A0004093,О5,100000055904,Техническое обслуживание 5,Техническое обслуживание 5,A0004093_strО5,"21,500","8,600"
Олимпиадинский ГОК,Бульдозеры гусеничные,Бульдозер D65EX,Бульдозер D65EX-16 №3311,2-0525_str85,A0004093,85,100000055905,ТР ходовой части,ТР ходовой части,A0004093_str85,"92,000","48,000"
Олимпиадинский ГОК,Бульдозеры гусеничные,Бульдозер D65EX,Бульдозер D65EX-16 №3311,2-0525_str34,A0004093,34,100000055905,КР ходовой части,КР ходовой части,A0004093_str34,"322,000","144,000"
Олимпиадинский ГОК,Бульдозеры гусеничные,Бульдозер D65EX,Бульдозер D65EX-16 №3311,2-0526_str77,A0004093,77,100000055906,ТР навесного оборудования,ТР навесного оборудования,A0004093_str77,"128,000","66,000"
Олимпиадинский ГОК,Бульдозеры гусеничные,Бульдозер D65EX,Бульдозер D65EX-16 №3311,2-0526_strЗА,A0004093,ЗА,100000055906,Замена навесного оборудования,Замена навесного оборудования,A0004093_strЗА,"0,000","0,000"
Олимпиадинский ГОК,Бульдозеры гусеничные,Бульдозер D65EX,Бульдозер D65EX-16 №3316,2-0483_str68,A0004093,68,100000055907,ТР гидравлического обор.,ТР гидравлического обор.,A0004093_str68,"84,000","42,000"
Олимпиадинский ГОК,Бульдозеры гусеничные,Бульдозер D65EX,Бульдозер D65EX-16 №3316,2-0483_str5,A0004093,5,100000055907,КР гидравлического обор.,КР гидравлического обор.,A0004093_str5,"276,000","136,000"
Олимпиадинский ГОК,Бульдозеры гусеничные,Бульдозер D65EX,Бульдозер D65EX-16 №3316,2-0486_str87,A0004093,87,100000055908,ТР электрооборудования,ТР электрооборудования,A0004093_str87,"36,000","36,000"
Олимпиадинский ГОК,Бульдозеры гусеничные,Бульдозер D65EX,Бульдозер D65EX-16 №3316,2-0486_str36,A0004093,36,100000055908,КР электрооборудования,КР электрооборудования,A0004093_str36,"96,000","96,000"
Олимпиадинский ГОК,Бульдозеры гусеничные,Бульдозер D65EX,Бульдозер D65EX-16 №3316,2-0506_strН2,A0004093,Н2,100000055909,Начальное ТО на 250,Начальное ТО на 250,A0004093_strН2,"2,100","1,000"
Олимпиадинский ГОК,Бульдозеры гусеничные,Бульдозер D65EX,Бульдозер D65EX-16 №3316,2-0512_str70,A0004093,70,100000055910,ТР двигателя,ТР двигателя,A0004093_str70,"82,000","41,000"
Олимпиадинский ГОК,Бульдозеры гусеничные,Бульдозер D65EX,Бульдозер D65EX-16 №3316,2-0512_strЗД,A0004093,ЗД,100000055910,Замена двигателя,Замена двигателя,A0004093_strЗД,"80,000","80,000"
Олимпиадинский ГОК,Бульдозеры гусеничные,Бульдозер D65EX,Бульдозер D65EX-16 №3316,2-0521_str65,A0004093,65,100000055911,ТР бортовых редукторов,ТР бортовых редукторов,A0004093_str65,"96,000","48,000"
Олимпиадинский ГОК,Бульдозеры гусеничные,Бульдозер D65EX,Бульдозер D65EX-16 №3316,2-0521_str2,A0004093,2,100000055911,КР бортовых редукторов,КР бортовых редукторов,A0004093_str2,"37,000","17,600"
Олимпиадинский ГОК,Бульдозеры гусеничные,Бульдозер D65EX,Бульдозер D65EX-16 №3316,2-0521_strЗБ,A0004093,ЗБ,100000055911,Замена бортовых редукторов,Замена бортовых редукторов,A0004093_strЗБ,"36,000","36,000"
Олимпиадинский ГОК,Бульдозеры гусеничные,Бульдозер D65EX,Бульдозер D65EX-16 №3316,2-0522_str8,A0004093,8,100000055912,КР гидротрансформатора,КР гидротрансформатора,A0004093_str8,"30,000","13,600"
Олимпиадинский ГОК,Бульдозеры гусеничные,Бульдозер D65EX,Бульдозер D65EX-16 №3316,2-0522_strЗГ,A0004093,ЗГ,100000055912,Замена гидротрансформатора,Замена гидротрансформатора,A0004093_strЗГ,"41,000","41,000"
Олимпиадинский ГОК,Бульдозеры гусеничные,Бульдозер D65EX,Бульдозер D65EX-16 №3316,2-0523_strТК,A0004093,ТК,100000055913,ТР коробки передач,ТР коробки передач,A0004093_strТК,"96,000","54,000"
Олимпиадинский ГОК,Бульдозеры гусеничные,Бульдозер D65EX,Бульдозер D65EX-16 №3316,2-0523_strЗК,A0004093,ЗК,100000055913,Замена коробки передач,Замена коробки передач,A0004093_strЗК,"41,000","41,000"
Олимпиадинский ГОК,Бульдозеры гусеничные,Бульдозер D65EX,Бульдозер D65EX-16 №3316,2-0524_strО1,A0004093,О1,100000055914,Техническое обслуживание 1,Техническое обслуживание 1,A0004093_strО1,"4,400","3,100"
Олимпиадинский ГОК,Бульдозеры гусеничные,Бульдозер D65EX,Бульдозер D65EX-16 №3316,2-0524_strО2,A0004093,О2,100000055914,Техническое обслуживание 2,Техническое обслуживание 2,A0004093_strО2,"7,200","2,900"
Олимпиадинский ГОК,Бульдозеры гусеничные,Бульдозер D65EX,Бульдозер D65EX-16 №3316,2-0524_strО3,A0004093,О3,100000055914,Техническое обслуживание 3,Техническое обслуживание 3,A0004093_strО3,"16,000","6,400"
Олимпиадинский ГОК,Бульдозеры гусеничные,Бульдозер D65EX,Бульдозер D65EX-16 №3316,2-0524_strО4,A0004093,О4,100000055914,Техническое обслуживание 4,Техническое обслуживание 4,A0004093_strО4,"20,500","8,200"
Олимпиадинский ГОК,Бульдозеры гусеничные,Бульдозер D65EX,Бульдозер D65EX-16 №3316,2-0524_strО5,A0004093,О5,100000055914,Техническое обслуживание 5,Техническое обслуживание 5,A0004093_strО5,"21,500","8,600"
Олимпиадинский ГОК,Бульдозеры гусеничные,Бульдозер D65EX,Бульдозер D65EX-16 №3316,2-0525_str85,A0004093,85,100000055915,ТР ходовой части,ТР ходовой части,A0004093_str85,"92,000","48,000"
Олимпиадинский ГОК,Бульдозеры гусеничные,Бульдозер D65EX,Бульдозер D65EX-16 №3316,2-0525_str34,A0004093,34,100000055915,КР ходовой части,КР ходовой части,A0004093_str34,"322,000","144,000"
Олимпиадинский ГОК,Бульдозеры гусеничные,Бульдозер D65EX,Бульдозер D65EX-16 №3316,2-0526_str77,A0004093,77,100000055916,ТР навесного оборудования,ТР навесного оборудования,A0004093_str77,"128,000","66,000"
Олимпиадинский ГОК,Бульдозеры гусеничные,Бульдозер D65EX,Бульдозер D65EX-16 №3316,2-0526_strЗА,A0004093,ЗА,100000055916,Замена навесного оборудования,Замена навесного оборудования,A0004093_strЗА,"0,000","0,000"
Олимпиадинский ГОК,Бульдозеры гусеничные,Бульдозер D65EX,Бульдозер D65EX-16 №3317,2-0483_str68,A0004093,68,100000055917,ТР гидравлического обор.,ТР гидравлического обор.,A0004093_str68,"84,000","42,000"
Олимпиадинский ГОК,Бульдозеры гусеничные,Бульдозер D65EX,Бульдозер D65EX-16 №3317,2-0483_str5,A0004093,5,100000055917,КР гидравлического обор.,КР гидравлического обор.,A0004093_str5,"276,000","136,000"
Олимпиадинский ГОК,Бульдозеры гусеничные,Бульдозер D65EX,Бульдозер D65EX-16 №3317,2-0486_str87,A0004093,87,100000055918,ТР электрооборудования,ТР электрооборудования,A0004093_str87,"36,000","36,000"
Олимпиадинский ГОК,Бульдозеры гусеничные,Бульдозер D65EX,Бульдозер D65EX-16 №3317,2-0486_str36,A0004093,36,100000055918,КР электрооборудования,КР электрооборудования,A0004093_str36,"96,000","96,000"
Олимпиадинский ГОК,Бульдозеры гусеничные,Бульдозер D65EX,Бульдозер D65EX-16 №3317,2-0506_strН2,A0004093,Н2,100000055919,Начальное ТО на 250,Начальное ТО на 250,A0004093_strН2,"2,100","1,000"
Олимпиадинский ГОК,Бульдозеры гусеничные,Бульдозер D65EX,Бульдозер D65EX-16 №3317,2-0512_str70,A0004093,70,100000055920,ТР двигателя,ТР двигателя,A0004093_str70,"82,000","41,000"
Олимпиадинский ГОК,Бульдозеры гусеничные,Бульдозер D65EX,Бульдозер D65EX-16 №3317,2-0512_strЗД,A0004093,ЗД,100000055920,Замена двигателя,Замена двигателя,A0004093_strЗД,"80,000","80,000"
Олимпиадинский ГОК,Бульдозеры гусеничные,Бульдозер D65EX,Бульдозер D65EX-16 №3317,2-0521_str65,A0004093,65,100000055921,ТР бортовых редукторов,ТР бортовых редукторов,A0004093_str65,"96,000","48,000"
Олимпиадинский ГОК,Бульдозеры гусеничные,Бульдозер D65EX,Бульдозер D65EX-16 №3317,2-0521_str2,A0004093,2,100000055921,КР бортовых редукторов,КР бортовых редукторов,A0004093_str2,"37,000","17,600"
Олимпиадинский ГОК,Бульдозеры гусеничные,Бульдозер D65EX,Бульдозер D65EX-16 №3317,2-0521_strЗБ,A0004093,ЗБ,100000055921,Замена бортовых редукторов,Замена бортовых редукторов,A0004093_strЗБ,"36,000","36,000"
Олимпиадинский ГОК,Бульдозеры гусеничные,Бульдозер D65EX,Бульдозер D65EX-16 №3317,2-0522_str8,A0004093,8,100000055922,КР гидротрансформатора,КР гидротрансформатора,A0004093_str8,"30,000","13,600"
